Genus	Species	Samplinglocation	Country	Year	Date	Sample number (on tube or bag)	Individual number	Extraction y/n?	Extraction date	Sex	Status	Sampled by	Sample type	Place of capture	Reproductive status	Weight	Length	Tail length	Latitude	Longitude	Remarks	Latitude (swiss)	Longitude (swiss)	Microsat	Cytochrom b	Control region	avpr1a	Specimen-20	"GewebeRack Number in Fridge oder -20C oder -80C, Gut samples"	DNADNA_.Number.in..20	RNARNA_.Number.in..80	Lung.Tissue	Screened? (TULV)	Positive? (TULV)	S-Segment	M-Segment	L-Segment	Genome	Swab 2 Tubes per Sample	Published	Add								
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB21	MarCHElB21					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			10			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_30 u RNA191_55	Lung_286_66	yes/yes	yes/no 12.12.2022	yes/no 01.12.2022/no 12.12.2022														
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB22	MarCHElB22					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			7			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_31_no RNA	Lung_286_67_no_lung	no	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB23	MarCHElB23					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			7			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_32	Lung_286_68	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB24	MarCHElB24					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			10			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_33	Lung_286_69	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB25	MarCHElB25					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			11			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_34_no RNA	Lung_286_70_no_lung	no	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB26	MarCHElB26					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			45			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_155_42	lung:_275_77	yes	yes	yes														
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB27	MarCHElB27					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			35			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_155_43	lung:_275_78	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB28	MarCHElB28					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			45			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_155_44	lung:_275_79	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB29	MarCHElB29					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			33			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_155_45	lung:_275_80	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB30	MarCHElB30					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			27			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_155_46	lung:_275_81	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB31	MarCHElB31					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			36			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_155_47	lung:_276_01	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB32	MarCHElB32					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			34			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_155_48	lung:_276_02	yes	yes	yes														
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB33	MarCHElB33					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			32			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_155_49 u RNA191_56	lung:_276_03	yes/yes/yes	yes/no am 04.10.2022/ yes 12.12.2022	yes ev zu kurz/no														
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB34	MarCHElB34					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			17			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_35	Lung_286_71	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB35	MarCHElB35					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			19			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_36	Lung_286_72	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB36	MarCHElB36					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			18			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_37	Lung_286_73	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB37	MarCHElB37					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			16			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_38	Lung_286_74	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB38	MarCHElB38					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			19			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_39	Lung_286_75	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB39	MarCHElB39					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			17			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_40 u RNA 191_57	Lung_286_76	yes	yes/yes wh am 4.10.2022/ no 12.12.2022	no/no 01.12.2022														
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB40	MarCHElB40					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			19			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_41	Lung_286_77	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB41	MarCHElB41					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			15			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_42	Lung_286_78	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB42	MarCHElB42					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			19			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_43 u RNA 191_58	Lung_286_79	yes	yes/ WH no 17.11.2022/no 12.12.2022	no 01.12.2022														
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB43	MarCHElB43					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			15			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_44 u RNA 191_59	Lung_286_80	yes	yes/ WH no 17.11.2022/no 12.12.2022	no 01.12.2022														
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB44	MarCHElB44					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			8			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_45_no RNA	Lung_286_81_no Lung	no	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB45	MarCHElB45					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			14			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_46	Lung_287_01	yes	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB46	MarCHElB46					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			8			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_47_no RNA	Lung_287_02_no lung	no	no															
Microtus	arvalis	"Ersigen,Lochacher,2.Feld"	Switzerland	2020	27/05/2020	MarCHElB47	MarCHElB47					"Gerald, Melanie Susanne"	"Specimen, foot+tail in EtOH, lung"			12			47.110319	7.595731	"Tel Nummer 079 376 34 76 Gerald hat mit Alt Bauer gesprochen, Rudolf Kilchenmann, nicht derselbe Kilchenmann wie vorne beim Bauernhof an der Strasse"							Big Red Box 98	Rack 34		RNA_165_48	Lung_287_03	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC01	MarCHEbC01			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			10			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_36	Lung_287_72	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC02	MarCHEbC02			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			6			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_35	Lung_287_71	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC03	MarCHEbC03			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			33			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_56	lung 277_33	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC04	MarCHEbC04			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			21			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_55	lung 277_32	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC05	MarCHEbC05			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			39			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_54	lung 277_31	yes/yes	yes/Yes	yes/yes														
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC06	MarCHEbC06					"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			?			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_34_no RNA	Lung_287_70 no lung	no	no/no wh am 4.10.2022															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC07	MarCHEbC07			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			13			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_33	Lung_287_69	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC08	MarCHEbC08			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			15			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_32	Lung_287_68	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC09	MarCHEbC09			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			16			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_31	Lung_287_67	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC10	MarCHEbC10			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_30	Lung_287_66	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC11	MarCHEbC11			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			16			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_29	Lung_287_65	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC12	MarCHEbC12			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			14			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_28	Lung_287_64	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC13	MarCHEbC13			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			21			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_53	lung 277_30	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC14	MarCHEbC14			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			27			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_52	lung 277_29	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC15	MarCHEbC15			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			14			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_27	Lung_287_63	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC16	MarCHEbC16			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_26	Lung_287_62	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC17	MarCHEbC17			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			19			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_25	Lung_287_61	yes	yes	yes 01.12.2022														
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC18	MarCHEbC18			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			14			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_24	Lung_287_60	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC19	MarCHEbC19			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			20			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_51	lung 277_28	yes/yes	yes/yes	no/yes														
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC20	MarCHEbC20			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			32			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_50	lung 277_26	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC21	MarCHEbC21			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			10			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_23 u RNA_191_49	Lung_287_59	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC22	MarCHEbC22			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			22			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_49 u 160_80  RNA_191_49	lung 277_27	yes/yes/yes	yes/no am 04.10.2022/ no am 12.12.2022	no														
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC23	MarCHEbC23			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			8			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_22_no RNA	Lung_287_58_no lung	no	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC24	MarCHEbC24			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			17			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_21	Lung_287_57	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC25	MarCHEbC25			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			9			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_20_no RNA	Lung_287_56_no Lung	no	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC26	MarCHEbC26			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			33			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_48	lung 277_25	yes/yes	yes/yes am 04.10.2022/no am 1.11.2022	yes/yes 01.12.2022														
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC27	MarCHEbC27			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_19	Lung_287_55	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC28	MarCHEbC28			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			11			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_18	Lung_287_54	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC29	MarCHEbC29			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			38			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_47 u 160_79	lung 277_24	yes/yes	yes/Yes	yes														
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC30	MarCHEbC30			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			29			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_46	lung 277_23	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC31	MarCHEbC31			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			14			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_17	Lung_287_53	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC32	MarCHEbC32			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			11			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_16	Lung_287_52	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC33	MarCHEbC33			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			19			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_15	Lung_287_51	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC34	MarCHEbC34			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			8			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_14	Lung_287_50	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC35	MarCHEbC35			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			14			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_13	Lung_287_49	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC36	MarCHEbC36			m?		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			7			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_12	Lung_287_48	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC37	MarCHEbC37			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			38			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_45 u 160_78	lung 277_22	yes/yes	yes/yes	yes														
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC38	MarCHEbC38			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			10			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_11	Lung_287_47	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC39	MarCHEbC39			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_10	Lung_287_46	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC40	MarCHEbC40			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			17			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_09	Lung_287_45	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC41	MarCHEbC41			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			27			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_44	lung 277_21	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC42	MarCHEbC42			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			16			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_08	Lung_287_44	yes	no															
